user14_RL_3,user14_RL_7,user14_Rule_3,user14_Rule_7,user15_RL_3,user15_RL_7,user15_Rule_3,user15_Rule_7,user8_Rule_3,user8_Rule_7,user8_RL_3,user8_RL_7,user4_Rule_3,user4_Rule_7,user4_RL_3,user4_RL_7,user30_Rule_3,user30_Rule_7,user30_RL_3,user30_RL_7,user13_Rule_3,user13_Rule_7,user13_RL_3,user13_RL_7,user18_Rule_3,user18_Rule_7,user18_RL_3,user18_RL_7,user27_RL_3,user27_RL_7,user27_Rule_3,user27_Rule_7,user26_RL_3,user26_RL_7,user26_Rule_3,user26_Rule_7,user34_Rule_3,user34_Rule_7,user34_RL_3,user34_RL_7,user35_Rule_3,user35_Rule_7,user35_RL_3,user35_RL_7,user23_RL_3,user23_RL_7,user23_Rule_3,user23_Rule_7,user22_RL_3,user22_RL_7,user22_Rule_3,user22_Rule_7,user16_RL_3,user16_RL_7,user16_Rule_3,user16_Rule_7,user29_Rule_3,user29_Rule_7,user29_RL_3,user29_RL_7,user28_Rule_3,user28_Rule_7,user28_RL_3,user28_RL_7,user24_RL_3,user24_RL_7,user24_Rule_3,user24_Rule_7,user25_RL_3,user25_RL_7,user25_Rule_3,user25_Rule_7,user10_Rule_3,user10_Rule_7,user10_RL_3,user10_RL_7,user7_Rule_3,user7_Rule_7,user7_RL_3,user7_RL_7,user6_RL_3,user6_RL_7,user6_Rule_3,user6_Rule_7,user33_RL_3,user33_RL_7,user33_Rule_3,user33_Rule_7
7.0,58.0,0.0,20.0,31.0,63.0,43.0,36.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,61.0,51.0,65.0,50.0,2.0,6.0,61.0,72.0,100.0,0.0,20.0,40.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,29.0,28.0,45.0,16.0,47.0,5.0,22.0,30,73,28,41,7.0,41.0,0.0,35.0,0.0,18.0,0.0,30.0,11.0,24.0,15.0,41.0,11.0,47.0,0.0,60.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,31.0,63.0,43.0,35.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,61.0,51.0,65.0,50.0,2.0,6.0,61.0,72.0,100.0,0.0,25.0,40.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,29.0,28.0,45.0,16.0,47.0,5.0,22.0,30,73,28,41,7.0,41.0,0.0,35.0,0.0,18.0,0.0,30.0,11.0,24.0,15.0,41.0,11.0,47.0,0.0,65.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,56.0,43.0,35.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,61.0,51.0,65.0,50.0,2.0,6.0,61.0,72.0,100.0,0.0,25.0,40.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,40.0,28.0,45.0,16.0,47.0,5.0,22.0,30,73,28,41,7.0,41.0,0.0,35.0,0.0,18.0,0.0,30.0,11.0,24.0,15.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,77.0,43.0,39.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,61.0,51.0,65.0,50.0,2.0,6.0,61.0,72.0,100.0,0.0,25.0,40.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,73,28,41,7.0,41.0,0.0,35.0,0.0,18.0,0.0,30.0,11.0,24.0,15.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,72.0,43.0,39.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,61.0,51.0,65.0,50.0,2.0,6.0,61.0,72.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,73,28,41,7.0,41.0,0.0,35.0,0.0,18.0,0.0,30.0,11.0,24.0,15.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,78.0,43.0,39.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,64.0,51.0,65.0,50.0,2.0,6.0,61.0,72.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,41.0,0.0,35.0,12.0,18.0,0.0,30.0,11.0,24.0,15.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,72.0,43.0,39.0,16.0,67.0,5.0,100.0,15.0,38.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,64.0,55.0,65.0,50.0,2.0,6.0,48.0,72.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,41.0,0.0,35.0,12.0,18.0,0.0,30.0,11.0,24.0,25.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,72.0,43.0,39.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,64.0,55.0,65.0,50.0,18.0,6.0,48.0,72.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,64.0,27.0,27.0,12.0,39.0,1.0,19.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,41.0,0.0,35.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,72.0,43.0,59.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,64.0,55.0,65.0,50.0,8.0,6.0,48.0,64.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,60.0,27.0,27.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,41.0,0.0,35.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,47.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,29.0,72.0,43.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,64.0,55.0,65.0,50.0,1.0,6.0,48.0,64.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,60.0,27.0,27.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,41.0,0.0,35.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,33.0,72.0,43.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,76.0,35.0,64.0,55.0,65.0,50.0,1.0,6.0,48.0,72.0,100.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,53.0,27.0,27.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,41.0,0.0,44.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,50.0,64.0,64.0,36.0,82.0
7.0,58.0,0.0,20.0,27.0,72.0,36.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,76.0,37.0,64.0,55.0,65.0,50.0,1.0,6.0,48.0,72.0,91.0,0.0,25.0,45.0,51.0,22.0,68.0,32.0,21.0,13.0,53.0,27.0,27.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,33.0,0.0,44.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,50.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,94.0,40.0,64.0,55.0,70.0,50.0,1.0,6.0,48.0,72.0,91.0,0.0,25.0,45.0,51.0,22.0,68.0,22.0,21.0,13.0,53.0,27.0,27.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,28,41,7.0,33.0,0.0,44.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,50.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,25.0,0.0,0.0,0.0,100.0,40.0,64.0,55.0,70.0,50.0,1.0,6.0,65.0,67.0,82.0,0.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,27.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,19,41,7.0,33.0,0.0,44.0,12.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,50.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,55.0,70.0,50.0,1.0,6.0,65.0,50.0,77.0,0.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,13,41,7.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,55.0,70.0,50.0,1.0,6.0,65.0,49.0,77.0,0.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,7.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,67.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,51.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,55.0,70.0,50.0,1.0,6.0,65.0,49.0,77.0,0.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,7.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,67.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,59.0,16.0,67.0,5.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,55.0,69.0,50.0,1.0,6.0,65.0,49.0,60.0,0.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,7.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,67.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,59.0,16.0,67.0,16.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,93.0,40.0,64.0,65.0,58.0,50.0,1.0,6.0,65.0,49.0,60.0,0.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,7.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,57.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,59.0,16.0,67.0,16.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,93.0,40.0,64.0,65.0,58.0,50.0,1.0,6.0,65.0,49.0,51.0,6.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,7.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,41.0,11.0,79.0,0.0,57.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,59.0,16.0,67.0,24.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,58.0,50.0,1.0,6.0,65.0,49.0,43.0,6.0,25.0,45.0,51.0,22.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,13.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,46.0,11.0,79.0,0.0,49.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,72.0,35.0,59.0,16.0,67.0,24.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,58.0,50.0,1.0,6.0,65.0,49.0,43.0,6.0,25.0,45.0,51.0,27.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,12.0,39.0,1.0,24.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,13.0,33.0,0.0,44.0,0.0,18.0,0.0,30.0,11.0,24.0,29.0,46.0,11.0,79.0,0.0,44.0,64.0,64.0,43.0,82.0
7.0,58.0,0.0,20.0,32.0,64.0,35.0,59.0,16.0,67.0,32.0,100.0,15.0,45.0,11.0,33.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,58.0,50.0,20.0,6.0,65.0,49.0,43.0,6.0,18.0,45.0,51.0,42.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,13.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,13.0,33.0,0.0,44.0,0.0,26.0,0.0,30.0,11.0,24.0,29.0,46.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,39.0,0.0,20.0,32.0,64.0,35.0,59.0,16.0,67.0,32.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,62.0,50.0,20.0,6.0,65.0,63.0,37.0,6.0,13.0,45.0,51.0,42.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,30,100,17,59,13.0,39.0,0.0,44.0,0.0,26.0,0.0,30.0,25.0,24.0,29.0,56.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,39.0,0.0,20.0,32.0,64.0,35.0,59.0,16.0,67.0,32.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,62.0,50.0,20.0,6.0,65.0,69.0,37.0,6.0,4.0,45.0,51.0,42.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,39,100,17,59,13.0,39.0,0.0,44.0,0.0,26.0,0.0,30.0,25.0,33.0,29.0,56.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,39.0,0.0,20.0,32.0,64.0,35.0,59.0,16.0,67.0,32.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,62.0,50.0,20.0,6.0,65.0,69.0,44.0,6.0,4.0,45.0,51.0,42.0,68.0,27.0,21.0,13.0,53.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,23,100,17,59,13.0,39.0,0.0,44.0,0.0,26.0,0.0,30.0,25.0,33.0,29.0,56.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,39.0,0.0,20.0,32.0,64.0,35.0,59.0,16.0,67.0,32.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,62.0,50.0,20.0,23.0,65.0,64.0,62.0,6.0,4.0,45.0,51.0,42.0,68.0,27.0,21.0,13.0,49.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,23,100,17,59,13.0,39.0,0.0,44.0,0.0,26.0,0.0,30.0,25.0,33.0,29.0,56.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,39.0,0.0,20.0,32.0,56.0,35.0,59.0,16.0,67.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,64.0,65.0,62.0,50.0,20.0,24.0,65.0,64.0,77.0,14.0,4.0,45.0,51.0,42.0,68.0,27.0,21.0,13.0,49.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,23,100,17,59,13.0,39.0,0.0,44.0,0.0,26.0,0.0,30.0,25.0,33.0,29.0,56.0,11.0,79.0,0.0,43.0,64.0,64.0,43.0,82.0
7.0,39.0,0.0,20.0,32.0,56.0,35.0,59.0,16.0,67.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,64.0,68.0,71.0,50.0,20.0,24.0,65.0,58.0,77.0,14.0,48.0,51.0,51.0,42.0,73.0,27.0,18.0,14.0,49.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,23,100,17,59,18.0,31.0,0.0,44.0,0.0,26.0,0.0,30.0,25.0,33.0,29.0,56.0,11.0,79.0,0.0,43.0,64.0,58.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,56.0,35.0,69.0,16.0,67.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,65.0,68.0,71.0,50.0,20.0,24.0,65.0,63.0,77.0,14.0,79.0,60.0,51.0,42.0,73.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,22.0,23,100,17,59,18.0,27.0,6.0,44.0,0.0,26.0,0.0,30.0,25.0,44.0,29.0,58.0,11.0,79.0,0.0,43.0,64.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,56.0,35.0,69.0,16.0,70.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,74.0,68.0,71.0,50.0,20.0,24.0,65.0,63.0,77.0,14.0,100.0,60.0,53.0,42.0,73.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,1.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,42.0,23,100,22,59,18.0,27.0,11.0,44.0,0.0,26.0,3.0,30.0,25.0,44.0,29.0,62.0,11.0,79.0,0.0,43.0,64.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,56.0,35.0,69.0,22.0,70.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,74.0,68.0,71.0,50.0,20.0,24.0,65.0,63.0,77.0,14.0,100.0,60.0,59.0,42.0,71.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,2.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,22,59,18.0,27.0,11.0,44.0,0.0,26.0,20.0,30.0,25.0,44.0,29.0,62.0,11.0,79.0,0.0,43.0,64.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,56.0,35.0,69.0,18.0,70.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,74.0,68.0,68.0,50.0,20.0,24.0,65.0,63.0,59.0,14.0,100.0,60.0,59.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,7.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,22,59,18.0,27.0,11.0,44.0,0.0,26.0,20.0,30.0,18.0,44.0,29.0,62.0,18.0,79.0,0.0,48.0,55.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,56.0,35.0,69.0,18.0,70.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,0.0,0.0,100.0,40.0,74.0,68.0,68.0,50.0,20.0,24.0,65.0,69.0,32.0,14.0,100.0,60.0,56.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,7.0,24.0,5.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,22,51,18.0,27.0,11.0,44.0,0.0,26.0,20.0,30.0,16.0,44.0,29.0,76.0,12.0,79.0,0.0,59.0,65.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,56.0,35.0,92.0,18.0,70.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,23.0,0.0,100.0,40.0,68.0,71.0,68.0,50.0,20.0,24.0,65.0,69.0,21.0,14.0,100.0,60.0,56.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,15.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,22,51,18.0,27.0,11.0,44.0,11.0,26.0,20.0,30.0,16.0,44.0,29.0,76.0,12.0,79.0,0.0,64.0,65.0,47.0,43.0,82.0
