user14_RL_3,user14_RL_7,user14_Rule_3,user14_Rule_7,user15_RL_3,user15_RL_7,user15_Rule_3,user15_Rule_7,user8_Rule_3,user8_Rule_7,user8_RL_3,user8_RL_7,user4_Rule_3,user4_Rule_7,user4_RL_3,user4_RL_7,user30_Rule_3,user30_Rule_7,user30_RL_3,user30_RL_7,user13_Rule_3,user13_Rule_7,user13_RL_3,user13_RL_7,user18_Rule_3,user18_Rule_7,user18_RL_3,user18_RL_7,user27_RL_3,user27_RL_7,user27_Rule_3,user27_Rule_7,user26_RL_3,user26_RL_7,user26_Rule_3,user26_Rule_7,user34_Rule_3,user34_Rule_7,user34_RL_3,user34_RL_7,user35_Rule_3,user35_Rule_7,user35_RL_3,user35_RL_7,user23_RL_3,user23_RL_7,user23_Rule_3,user23_Rule_7,user22_RL_3,user22_RL_7,user22_Rule_3,user22_Rule_7,user16_RL_3,user16_RL_7,user16_Rule_3,user16_Rule_7,user29_Rule_3,user29_Rule_7,user29_RL_3,user29_RL_7,user28_Rule_3,user28_Rule_7,user28_RL_3,user28_RL_7,user24_RL_3,user24_RL_7,user24_Rule_3,user24_Rule_7,user25_RL_3,user25_RL_7,user25_Rule_3,user25_Rule_7,user10_Rule_3,user10_Rule_7,user10_RL_3,user10_RL_7,user7_Rule_3,user7_Rule_7,user7_RL_3,user7_RL_7,user6_RL_3,user6_RL_7,user6_Rule_3,user6_Rule_7,user33_RL_3,user33_RL_7,user33_Rule_3,user33_Rule_7
20.0,39.0,0.0,20.0,32.0,79.0,35.0,92.0,18.0,70.0,42.0,100.0,15.0,45.0,11.0,40.0,0.0,36.0,0.0,100.0,40.0,68.0,71.0,68.0,50.0,20.0,24.0,65.0,75.0,15.0,14.0,100.0,60.0,56.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,22,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,76.0,12.0,79.0,0.0,56.0,69.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,83.0,18.0,70.0,55.0,95.0,15.0,45.0,21.0,40.0,0.0,36.0,0.0,100.0,43.0,68.0,71.0,63.0,50.0,20.0,24.0,65.0,76.0,10.0,14.0,100.0,60.0,56.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,33,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,76.0,12.0,79.0,0.0,56.0,69.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,75.0,18.0,70.0,55.0,84.0,15.0,45.0,21.0,40.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,63.0,50.0,20.0,24.0,65.0,76.0,10.0,14.0,100.0,60.0,56.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,5.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,79.0,12.0,79.0,0.0,46.0,69.0,47.0,43.0,82.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,75.0,18.0,70.0,55.0,75.0,15.0,45.0,21.0,40.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,63.0,50.0,20.0,24.0,65.0,76.0,10.0,17.0,100.0,60.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,91.0,12.0,79.0,0.0,46.0,69.0,47.0,43.0,74.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,75.0,18.0,70.0,55.0,75.0,15.0,45.0,21.0,40.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,11.0,100.0,60.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,84.0,18.0,70.0,55.0,71.0,15.0,45.0,21.0,40.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,60.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,84.0,18.0,70.0,55.0,62.0,15.0,45.0,21.0,47.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,60.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,35.0,84.0,18.0,70.0,55.0,75.0,15.0,45.0,21.0,47.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,61.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,36.0,100.0,45.0,84.0,18.0,70.0,55.0,100.0,15.0,45.0,21.0,47.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,61.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,27.0,100.0,30.0,84.0,18.0,70.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,61.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,23,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,28.0,100.0,30.0,78.0,18.0,62.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,61.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,33,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,30.0,77.0,18.0,71.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,100.0,43.0,68.0,62.0,68.0,50.0,20.0,24.0,65.0,76.0,1.0,3.0,100.0,61.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,16.0,47.0,12.0,59.0,33,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,30.0,72.0,18.0,81.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,100.0,45.0,68.0,62.0,68.0,34.0,20.0,24.0,65.0,76.0,1.0,3.0,81.0,61.0,57.0,42.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,28.0,45.0,28.0,45.0,28.0,47.0,18.0,50.0,35,100,25,51,18.0,27.0,11.0,44.0,23.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,41.0,72.0,18.0,82.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,100.0,49.0,68.0,62.0,68.0,19.0,20.0,24.0,65.0,76.0,1.0,3.0,48.0,61.0,57.0,45.0,77.0,27.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,28.0,45.0,30.0,47.0,18.0,55.0,35,100,25,51,18.0,27.0,11.0,44.0,41.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,41.0,72.0,18.0,82.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,100.0,49.0,68.0,62.0,68.0,19.0,20.0,24.0,65.0,76.0,1.0,3.0,18.0,68.0,57.0,45.0,77.0,21.0,18.0,26.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,28.0,45.0,30.0,47.0,18.0,55.0,35,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,16.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,43.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,41.0,72.0,18.0,82.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,89.0,49.0,68.0,62.0,68.0,19.0,20.0,24.0,65.0,76.0,1.0,3.0,0.0,68.0,57.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,38.0,39.0,39.0,14.0,24.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,28.0,45.0,30.0,47.0,18.0,62.0,35,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,27.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,54.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,41.0,64.0,18.0,82.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,89.0,49.0,68.0,62.0,68.0,19.0,20.0,41.0,65.0,86.0,8.0,3.0,0.0,68.0,57.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,38.0,39.0,39.0,14.0,33.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,42.0,45.0,30.0,47.0,18.0,62.0,38,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,57.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,41.0,64.0,29.0,82.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,87.0,49.0,68.0,62.0,68.0,19.0,4.0,41.0,65.0,86.0,17.0,3.0,0.0,68.0,57.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,38.0,39.0,39.0,14.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,11.0,47.0,18.0,62.0,40,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,79.0,0.0,33.0,69.0,47.0,57.0,63.0
20.0,39.0,0.0,20.0,32.0,100.0,41.0,64.0,29.0,82.0,55.0,100.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,80.0,49.0,68.0,62.0,68.0,19.0,4.0,41.0,65.0,86.0,23.0,3.0,0.0,68.0,57.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,38.0,39.0,39.0,14.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,40,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,79.0,10.0,33.0,69.0,47.0,57.0,63.0
20.0,39.0,0.0,27.0,32.0,100.0,41.0,64.0,29.0,82.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,70.0,49.0,68.0,66.0,68.0,19.0,4.0,41.0,65.0,86.0,16.0,11.0,0.0,68.0,68.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,38.0,39.0,39.0,14.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,40,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,79.0,10.0,33.0,69.0,47.0,57.0,63.0
20.0,39.0,0.0,31.0,32.0,100.0,41.0,64.0,34.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,70.0,49.0,68.0,66.0,72.0,19.0,4.0,41.0,65.0,86.0,16.0,20.0,0.0,68.0,77.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,38.0,39.0,39.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,40,100,25,51,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,79.0,10.0,33.0,69.0,47.0,57.0,63.0
20.0,39.0,0.0,29.0,32.0,100.0,41.0,64.0,34.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,0.0,69.0,54.0,68.0,66.0,71.0,19.0,4.0,41.0,65.0,86.0,0.0,20.0,0.0,68.0,77.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,20.0,39.0,39.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,40,100,25,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,79.0,10.0,33.0,61.0,47.0,57.0,63.0
20.0,39.0,13.0,29.0,32.0,100.0,41.0,64.0,34.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,9.0,61.0,54.0,68.0,66.0,69.0,19.0,4.0,41.0,65.0,86.0,0.0,20.0,0.0,68.0,77.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,17.0,39.0,39.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,40,100,25,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,57.0,8.0,33.0,64.0,47.0,57.0,63.0
20.0,39.0,0.0,29.0,45.0,100.0,41.0,64.0,34.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,19.0,61.0,54.0,68.0,66.0,69.0,19.0,4.0,41.0,65.0,86.0,0.0,20.0,0.0,68.0,77.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,17.0,39.0,39.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,40,100,25,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,50.0,15.0,33.0,64.0,47.0,57.0,63.0
20.0,39.0,0.0,29.0,48.0,100.0,41.0,64.0,34.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,34.0,61.0,54.0,68.0,56.0,75.0,19.0,4.0,41.0,65.0,86.0,0.0,14.0,0.0,68.0,77.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,17.0,39.0,39.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,42,100,25,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,50.0,15.0,33.0,64.0,47.0,57.0,63.0
20.0,39.0,0.0,29.0,48.0,100.0,41.0,64.0,34.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,27.0,61.0,54.0,68.0,56.0,75.0,19.0,4.0,41.0,65.0,72.0,6.0,14.0,0.0,68.0,77.0,45.0,77.0,23.0,18.0,39.0,49.0,27.0,17.0,39.0,39.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,49,100,35,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,40.0,15.0,33.0,64.0,47.0,57.0,63.0
20.0,39.0,4.0,29.0,48.0,100.0,41.0,74.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,34.0,61.0,54.0,68.0,56.0,75.0,19.0,4.0,41.0,65.0,55.0,13.0,4.0,0.0,72.0,77.0,48.0,77.0,23.0,18.0,39.0,49.0,27.0,17.0,39.0,48.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,49,100,27,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,40.0,15.0,38.0,64.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,74.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,34.0,61.0,54.0,68.0,56.0,75.0,19.0,4.0,41.0,65.0,54.0,21.0,4.0,0.0,72.0,77.0,53.0,77.0,23.0,18.0,41.0,49.0,27.0,17.0,39.0,48.0,24.0,40.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,49,100,27,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,40.0,15.0,44.0,76.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,74.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,36.0,61.0,54.0,68.0,58.0,75.0,19.0,4.0,41.0,65.0,54.0,32.0,4.0,0.0,72.0,77.0,53.0,77.0,23.0,18.0,53.0,49.0,27.0,17.0,39.0,48.0,24.0,47.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,49,100,27,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,40.0,15.0,44.0,76.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,74.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,52.0,61.0,54.0,68.0,58.0,75.0,19.0,4.0,41.0,65.0,54.0,32.0,4.0,0.0,72.0,77.0,53.0,77.0,23.0,18.0,53.0,49.0,27.0,17.0,39.0,48.0,24.0,47.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,49,100,27,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,37.0,15.0,44.0,76.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,69.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,44.0,61.0,54.0,68.0,58.0,75.0,19.0,4.0,41.0,65.0,45.0,32.0,4.0,0.0,72.0,77.0,53.0,77.0,23.0,18.0,53.0,49.0,27.0,17.0,39.0,48.0,24.0,47.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,30.0,47.0,18.0,62.0,49,100,27,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,29.0,15.0,56.0,76.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,69.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,54.0,61.0,54.0,68.0,58.0,75.0,19.0,4.0,41.0,65.0,45.0,32.0,4.0,0.0,72.0,77.0,53.0,77.0,23.0,18.0,53.0,49.0,27.0,17.0,39.0,48.0,24.0,47.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,35.0,47.0,18.0,62.0,49,100,27,70,18.0,34.0,11.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,29.0,15.0,56.0,76.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,69.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,46.0,61.0,54.0,68.0,63.0,75.0,19.0,4.0,41.0,65.0,45.0,32.0,4.0,0.0,72.0,66.0,53.0,77.0,23.0,18.0,53.0,49.0,27.0,17.0,39.0,48.0,24.0,47.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,45.0,29.0,45.0,35.0,47.0,18.0,62.0,49,100,27,70,26.0,34.0,23.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,29.0,15.0,56.0,76.0,47.0,57.0,63.0
20.0,39.0,11.0,29.0,48.0,100.0,41.0,69.0,43.0,87.0,55.0,81.0,15.0,51.0,21.0,47.0,0.0,36.0,37.0,61.0,54.0,68.0,63.0,75.0,19.0,4.0,41.0,65.0,45.0,32.0,4.0,0.0,72.0,66.0,53.0,77.0,23.0,18.0,53.0,49.0,27.0,17.0,39.0,48.0,24.0,47.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,28.0,45.0,29.0,45.0,35.0,47.0,18.0,62.0,45,100,27,70,26.0,41.0,17.0,44.0,29.0,26.0,20.0,30.0,17.0,44.0,29.0,100.0,12.0,29.0,15.0,56.0,76.0,47.0,66.0,63.0
